team,salary,player,position,season,percentile
Orlando Magic,7372000,Jameer Nelson, PG,2012-2013,0.785310734
Orlando Magic,7148600,Luis Scola, PF,2012-2013,0.783427495
Memphis Grizzlies,6764045,Carl Landry, SF,2012-2013,0.781544256
Orlando Magic,6750000,Rodney Stuckey, SG,2012-2013,0.779661017
Milwaukee Bucks,6698565,Mo Williams, C,2012-2013,0.777777778
Milwaukee Bucks,6687400,John Salmons, PF,2012-2013,0.775894539
Oklahoma City Thunder,6665000,Thaddeus Young, SG,2012-2013,0.774011299
Cleveland Cavaliers,5375760,Shawn Marion, PG,2012-2013,0.77212806
Philadelphia 76ers,5293080,Kris Humphries, SG,2012-2013,0.770244821
Sacramento Kings,5250825,Caron Butler, SG,2012-2013,0.768361582
Sacramento Kings,5250000,Kirk Hinrich, PF,2012-2013,0.766478343
Atlanta Hawks,5248750,Mark Blount, C,2012-2013,0.764595104
LA Clippers,5225000,Andre Miller, SG,2012-2013,0.762711864
San Antonio Spurs,5220000,Arron Afflalo, PF,2012-2013,0.760828625
Atlanta Hawks,5209454,Anderson Varejao, PG,2012-2013,0.758945386
Washington Wizards,5150000,Morris Peterson, SF,2012-2013,0.757062147
New Orleans Hornets,5144280,Andres Nocioni, PF,2012-2013,0.755178908
New Orleans Pelicans,5104000,Mike Conley, C,2012-2013,0.753295669
Minnesota Timberwolves,5100000,Jerome James, SG,2012-2013,0.751412429
Atlanta Hawks,5000000,Wesley Matthews, SG,2012-2013,0.74952919
Denver Nuggets,5000000,Grant Hill, PG,2012-2013,0.747645951
Detroit Pistons,5000000,Josh Childress, PF,2012-2013,0.745762712
Chicago Bulls,5000000,Andray Blatche, SG,2012-2013,0.743879473
New Orleans Hornets,4899293,Rasheed Wallace, C,2012-2013,0.741996234
New Orleans Pelicans,4847586,Glen Davis, PG,2012-2013,0.740112994
Minnesota Timberwolves,4837200,Tayshaun Prince, C,2012-2013,0.738229755
Philadelphia 76ers,4818000,Michael Beasley, PF,2012-2013,0.736346516
Charlotte Bobcats,4809840,Al Harrington, SF,2012-2013,0.734463277
Minnesota Timberwolves,4809840,Drew Gooden, PF,2012-2013,0.732580038
Milwaukee Bucks,4794192,Jermaine O'Neal, PF,2012-2013,0.730696798
Cleveland Cavaliers,4792332,Francisco Garcia, SG,2012-2013,0.728813559
Indiana Pacers,4763760,Amir Johnson, SG,2012-2013,0.72693032
Utah Jazz,4753320,Channing Frye, PF,2012-2013,0.725047081
Toronto Raptors,4600000,Luke Walton, SF,2012-2013,0.723163842
New York Knicks,4590338,Kyle Lowry, C,2012-2013,0.721280603
Phoenix Suns,4508504,Blake Griffin, F,2012-2013,0.719397363
San Antonio Spurs,4500000,Brendan Haywood, C,2012-2013,0.717514124
Detroit Pistons,4500000,Leandro Barbosa, PF,2012-2013,0.715630885
Minnesota Timberwolves,4493500,James Posey, PG,2012-2013,0.713747646
Miami Heat,4340000,Raymond Felton, PF,2012-2013,0.711864407
Washington Wizards,4319280,Charlie Villanueva, SG,2012-2013,0.709981168
Utah Jazz,4319280,Marvin Williams, C,2012-2013,0.708097928
Phoenix Suns,4285560,Tyrus Thomas, SF,2012-2013,0.706214689
Washington Wizards,4278000,Marcin Gortat, SF,2012-2013,0.70433145
Sacramento Kings,4250000,Kendrick Perkins, PG,2012-2013,0.702448211
Phoenix Suns,4250000,Marko Jaric, SF,2012-2013,0.700564972
Memphis Grizzlies,4200000,Samuel Dalembert, F,2012-2013,0.698681733
Philadelphia 76ers,4106000,Derrick Rose, SF,2012-2013,0.696798493
San Antonio Spurs,4100000,Beno Udrih, SF,2012-2013,0.694915254
Golden State Warriors,4099920,DeSagana Diop, SG,2012-2013,0.693032015
Memphis Grizzlies,4080915,Trevor Ariza, SG,2012-2013,0.691148776
Chicago Bulls,4059000,Metta World Peace, SG,2012-2013,0.689265537
New York Knicks,4054055,JJ Redick, SF,2012-2013,0.687382298
Dallas Mavericks,4020000,Kwame Brown, SG,2012-2013,0.685499058
Portland Trail Blazers,4000000,O.J. Mayo, C,2012-2013,0.683615819
Indiana Pacers,4000000,Nenad Krstic, C,2012-2013,0.68173258
Miami Heat,4000000,John Wall, G,2012-2013,0.679849341
Minnesota Timberwolves,4000000,Wilson Chandler, PG,2012-2013,0.677966102
Boston Celtics,4000000,Chuck Hayes, SF,2012-2013,0.676082863
Golden State Warriors,3958742,Sasha Vujacic, PG,2012-2013,0.674199623
San Antonio Spurs,3944000,Mike Miller, C,2012-2013,0.672316384
Oklahoma City Thunder,3900000,Jason Richardson, SF,2012-2013,0.670433145
Cleveland Cavaliers,3894240,Evan Turner, C,2012-2013,0.668549906
Sacramento Kings,3880800,Martell Webster, C,2012-2013,0.666666667
Charlotte Hornets,3857040,Tyreke Evans, C,2012-2013,0.664783427
Miami Heat,3800000,Antonio McDyess, PF,2012-2013,0.662900188
Minnesota Timberwolves,3741120,Speedy Claxton, PG,2012-2013,0.661016949
Cleveland Cavaliers,3726600,Lou Williams, SG,2012-2013,0.65913371
San Antonio Spurs,3630000,Hasheem Thabeet, C,2012-2013,0.657250471
Los Angeles Lakers,3563600,Russell Westbrook, C,2012-2013,0.655367232
Milwaukee Bucks,3524880,Jamal Crawford, C,2012-2013,0.653483992
Los Angeles Lakers,3500000,Jason Maxiell, PG,2012-2013,0.651600753
Cleveland Cavaliers,3500000,Jarrett Jack, SF,2012-2013,0.649717514
San Antonio Spurs,3500000,Marcus Banks, SG,2012-2013,0.647834275
Charlotte Bobcats,3500000,Darius Songaila, SG,2012-2013,0.645951036
Atlanta Hawks,3500000,Darko Milicic, C,2012-2013,0.644067797
New York Knicks,3480453,Derrick Favors, PG,2012-2013,0.642184557
Utah Jazz,3480000,Brad Miller, SG,2012-2013,0.640301318
Toronto Raptors,3374640,Zaza Pachulia, C,2012-2013,0.638418079
Sacramento Kings,3374640,Ronnie Brewer, F,2012-2013,0.63653484
Toronto Raptors,3344250,Kevin Love, SG,2012-2013,0.634651601
Washington Wizards,3340920,James Harden, PF,2012-2013,0.632768362
Memphis Grizzlies,3300000,Linas Kleiza, SG,2012-2013,0.630885122
Miami Heat,3270000,Nikola Pekovic, SF,2012-2013,0.629001883
LA Clippers,3250000,Jeff Green, SF,2012-2013,0.627118644
Detroit Pistons,3250000,Daniel Gibson, PG,2012-2013,0.625235405
Denver Nuggets,3243000,J.J. Barea, F,2012-2013,0.623352166
Miami Heat,3229050,Ramon Sessions, SG,2012-2013,0.621468927
Detroit Pistons,3217680,Randy Foye, C,2012-2013,0.619585687
Milwaukee Bucks,3183000,Jared Dudley, SG,2012-2013,0.617702448
Milwaukee Bucks,3179493,Brandon Bass, G,2012-2013,0.615819209
Denver Nuggets,3140429,Chris Andersen, C,2012-2013,0.61393597
Minnesota Timberwolves,3135000,Danilo Gallinari, SF,2012-2013,0.612052731
Brooklyn Nets,3090000,Bruce Bowen, PF,2012-2013,0.610169492
New York Knicks,3090000,Charlie Bell, PG,2012-2013,0.608286252
Dallas Mavericks,3090000,Greg Buckner, SF,2012-2013,0.606403013
Portland Trail Blazers,3065040,Udonis Haslem, PG,2012-2013,0.604519774
Indiana Pacers,3055259,Spencer Hawes, PF,2012-2013,0.602636535
Charlotte Bobcats,3049920,Wesley Johnson, C,2012-2013,0.600753296
Portland Trail Blazers,3013512,Jordan Farmar, C,2012-2013,0.598870056
Memphis Grizzlies,3006217,Mario Chalmers, F,2012-2013,0.596986817
Philadelphia 76ers,3000000,Ryan Gomes, F,2012-2013,0.595103578
Houston Rockets,3000000,Tiago Splitter, SG,2012-2013,0.593220339
Denver Nuggets,3000000,Matt Carroll, C,2012-2013,0.5913371
Indiana Pacers,3000000,DeMarcus Cousins, PF,2012-2013,0.589453861
Memphis Grizzlies,2958077,Eric Gordon, SF,2012-2013,0.587570621
New Orleans Hornets,2947800,Dorell Wright, PF,2012-2013,0.585687382
Minnesota Timberwolves,2934610,Nazr Mohammed, PG,2012-2013,0.583804143
Dallas Mavericks,2900000,Mike Dunleavy, SG,2012-2013,0.581920904
Toronto Raptors,2858057,CJ Miles, SF,2012-2013,0.580037665
Minnesota Timberwolves,2840000,Joel Anthony, PF,2012-2013,0.578154426
Philadelphia 76ers,2819044,Nick Young, C,2012-2013,0.576271186
Sacramento Kings,2812006,Luke Ridnour, PF,2012-2013,0.574387947
New York Knicks,2806452,Matt Bonner, SG,2012-2013,0.572504708
Golden State Warriors,2798040,Shannon Brown, SF,2012-2013,0.570621469
Washington Wizards,2761114,Shaun Livingston, C,2012-2013,0.56873823
Charlotte Hornets,2750000,Raja Bell, PF,2012-2013,0.566854991
Utah Jazz,2709720,Jonny Flynn, SF,2012-2013,0.564971751
Fenerbahce Ulker Fenerbahce Ulker,2685185,C.J. Watson, C,2012-2013,0.563088512
Detroit Pistons,2678640,Marco Belinelli, PG,2012-2013,0.561205273
Philadelphia 76ers,2674852,DeMar DeRozan, PG,2012-2013,0.559322034
Charlotte Bobcats,2652000,Timofey Mozgov, PF,2012-2013,0.557438795
New York Knicks,2627400,Daequan Cook, SF,2012-2013,0.555555556
LA Clippers,2626473,Thabo Sefolosha, PG,2012-2013,0.553672316
Oklahoma City Thunder,2585668,Ekpe Udoh, F,2012-2013,0.551789077
Minnesota Timberwolves,2575000,Nick Collison, C,2012-2013,0.549905838
Toronto Raptors,2575000,Chris Duhon, C,2012-2013,0.548022599
Indiana Pacers,2574120,Johan Petro, SF,2012-2013,0.54613936
Charlotte Bobcats,2568360,D.J. Augustin, PG,2012-2013,0.544256121
Toronto Raptors,2563320,Tony Allen, SG,2012-2013,0.542372881
Denver Nuggets,2544529,Shawne Williams, G,2012-2013,0.540489642
New Orleans Hornets,2500000,Shane Battier, PF,2012-2013,0.538606403
Utah Jazz,2500000,Stephen Curry, SG,2012-2013,0.536723164
Sacramento Kings,2445480,Brook Lopez, C,2012-2013,0.534839925
Atlanta Hawks,2433077,Corey Brewer, PG,2012-2013,0.532956685
Sacramento Kings,2400000,Jerryd Bayless, G,2012-2013,0.531073446
LA Clippers,2400000,Greg Monroe, SG,2012-2013,0.529190207
Detroit Pistons,2356320,Jason Thompson, C,2012-2013,0.527306968
Washington Wizards,2350820,Travis Outlaw, F,2012-2013,0.525423729
Sacramento Kings,2339040,Josh McRoberts, G,2012-2013,0.52354049
New Orleans Hornets,2323200,Vince Carter, SG,2012-2013,0.52165725
Utah Jazz,2300000,Brandon Rush, PG,2012-2013,0.519774011
Cleveland Cavaliers,2277306,Anthony Randolph, SF,2012-2013,0.517890772
Cleveland Cavaliers,2250000,Robin Lopez, SG,2012-2013,0.516007533
Detroit Pistons,2246400,Julian Wright, PF,2012-2013,0.514124294
Atlanta Hawks,2240450,Jordan Hill, SG,2012-2013,0.512241055
New Orleans Hornets,2238360,Mark Madsen, PG,2012-2013,0.510357815
Dallas Mavericks,2227333,James Johnson, PG,2012-2013,0.508474576
Cleveland Cavaliers,2225000,Lou Amundson, SF,2012-2013,0.506591337
Golden State Warriors,2222160,Al-Farouq Aminu, SG,2012-2013,0.504708098
Memphis Grizzlies,2207040,Eduardo Najera, PF,2012-2013,0.502824859
Madrid Real Madrid,2180443,Marreese Speights, SG,2012-2013,0.50094162
Portland Trail Blazers,2126520,Gordon Hayward, PF,2012-2013,0.49905838
Oklahoma City Thunder,2111160,Dahntay Jones, SG,2012-2013,0.497175141
Utah Jazz,2111160,David Andersen, SG,2012-2013,0.495291902
Dallas Mavericks,2100500,Jrue Holiday, PF,2012-2013,0.493408663
Sacramento Kings,2096760,Roy Hibbert, PF,2012-2013,0.491525424
Phoenix Suns,2091840,Ersan Ilyasova, PF,2012-2013,0.489642185
Minnesota Timberwolves,2090000,Jason Smith, SF,2012-2013,0.487758945
Memphis Grizzlies,2083042,Kenyon Martin, SG,2012-2013,0.485875706
Sacramento Kings,2067880,DeShawn Stevenson, PG,2012-2013,0.483992467
Orlando Magic,2062800,Brandon Jennings, PG,2012-2013,0.482109228
Houston Rockets,2062800,JaVale McGee, SG,2012-2013,0.480225989
Charlotte Bobcats,2050000,Quentin Richardson, C,2012-2013,0.47834275
Oklahoma City Thunder,2016000,Paul George, PG,2012-2013,0.47645951
Phoenix Suns,2005560,Ricky Davis, PG,2012-2013,0.474576271
Milwaukee Bucks,1991760,JJ Hickson, PF,2012-2013,0.472693032
Toronto Raptors,1990000,JR Smith, C,2012-2013,0.470809793
Phoenix Suns,1987320,Derek Fisher, PF,2012-2013,0.468926554
LA Clippers,1975000,Cole Aldrich, SF,2012-2013,0.467043315
Chicago Bulls,1957000,Gerald Henderson, G,2012-2013,0.465160075
Dallas Mavericks,1900000,Anthony Parker, PG,2012-2013,0.463276836
Portland Trail Blazers,1892280,Keyon Dooling, F,2012-2013,0.461393597
Milwaukee Bucks,1823280,Ben Wallace, F,2012-2013,0.459510358
Houston Rockets,1823280,Ryan Anderson, C,2012-2013,0.457627119
San Antonio Spurs,1809840,Courtney Lee, SF,2012-2013,0.455743879
Orlando Magic,1809840,Ed Davis, SF,2012-2013,0.45386064
Utah Jazz,1794872,Kosta Koufos, F,2012-2013,0.451977401
Orlando Magic,1793520,Rudy Fernandez, C,2012-2013,0.450094162
Memphis Grizzlies,1679914,Xavier Henry, SF,2012-2013,0.448210923
Miami Heat,1679408,Nicolas Batum, PF,2012-2013,0.446327684
Dallas Mavericks,1675000,Josh Howard, SF,2012-2013,0.444444444
Denver Nuggets,1674641,Tyler Hansbrough, SF,2012-2013,0.442561205
Houston Rockets,1645440,Goran Dragic, PF,2012-2013,0.440677966
New York Knicks,1633440,Anthony Johnson, SG,2012-2013,0.438794727
Boston Celtics,1630800,Brent Barry, SG,2012-2013,0.436911488
Brooklyn Nets,1622617,Anthony Tolliver, C,2012-2013,0.435028249
Washington Wizards,1618680,Darrell Arthur, SF,2012-2013,0.433145009
Toronto Raptors,1567500,Aaron Brooks, PG,2012-2013,0.43126177
Cleveland Cavaliers,1563120,D.J. White, C,2012-2013,0.429378531
Los Angeles Lakers,1550000,Chauncey Billups, SG,2012-2013,0.427495292
Orlando Magic,1545840,Dante Cunningham, SF,2012-2013,0.425612053
Indiana Pacers,1500000,Earl Watson, F,2012-2013,0.423728814
Miami Heat,1500000,Rasho Nesterovic, C,2012-2013,0.421845574
Detroit Pistons,1500000,Patrick Patterson, C,2012-2013,0.419962335
Orlando Magic,1500000,Austin Daye, PF,2012-2013,0.418079096
Houston Rockets,1485000,Matt Barnes, PF,2012-2013,0.416195857
Orlando Magic,1482000,Luke Babbitt, PF,2012-2013,0.414312618
Portland Trail Blazers,1475106,Larry Sanders, PF,2012-2013,0.412429379
LA Clippers,1467840,Omer Asik, C,2012-2013,0.410546139
Portland Trail Blazers,1442880,Dikembe Mutombo, SG,2012-2013,0.4086629
Milwaukee Bucks,1409040,Keith Bogans, SG,2012-2013,0.406779661
Philadelphia 76ers,1404960,Kevin Seraphin, PF,2012-2013,0.404896422
San Antonio Spurs,1400000,Donte Greene, PG,2012-2013,0.403013183
Miami Heat,1399507,Renaldo Balkman, SG,2012-2013,0.401129944
LA Clippers,1399507,Ty Lawson, SG,2012-2013,0.399246704
Miami Heat,1399507,Eric Bledsoe, PF,2012-2013,0.397363465
Portland Trail Blazers,1365720,Jeff Teague, PG,2012-2013,0.395480226
Denver Nuggets,1361400,Sebastian Telfair, SG,2012-2013,0.393596987
Houston Rockets,1361400,George Hill, PF,2012-2013,0.391713748
Utah Jazz,1352181,Avery Bradley, PG,2012-2013,0.389830508
New York Knicks,1352181,Eric Maynor, PF,2012-2013,0.387947269
Milwaukee Bucks,1350000,Greg Oden, PG,2012-2013,0.38606403
Denver Nuggets,1311240,Gary Forbes, PF,2012-2013,0.384180791
Boston Celtics,1306920,James Jones, C,2012-2013,0.382297552
Memphis Grizzlies,1300000,Alexis Ajinca, C,2012-2013,0.380414313
Portland Trail Blazers,1300000,Darren Collison, PF,2012-2013,0.378531073
Dallas Mavericks,1276560,Elliot Williams, SG,2012-2013,0.376647834
Oklahoma City Thunder,1260360,Craig Brackins, PG,2012-2013,0.374764595
Boston Celtics,1254720,James Anderson, C,2012-2013,0.372881356
Memphis Grizzlies,1234320,Eddie House, SF,2012-2013,0.370998117
Portland Trail Blazers,1232713,Zydrunas Ilgauskas, SG,2012-2013,0.369114878
Atlanta Hawks,1204560,Kurt Thomas, G,2012-2013,0.367231638
Oklahoma City Thunder,1200000,Jamaal Tinsley, C,2012-2013,0.365348399
Washington Wizards,1198680,Shaquille O'Neal, G,2012-2013,0.36346516
New Orleans Hornets,1191240,Roko-Leni Ukic, PG,2012-2013,0.361581921
Orlando Magic,1174080,Omri Casspi, SF,2012-2013,0.359698682
Brooklyn Nets,1160040,Hamed Haddadi, SG,2012-2013,0.357815443
Dallas Mavericks,1156320,Trevor Booker, SG,2012-2013,0.355932203
Detroit Pistons,1149000,Serge Ibaka, SG,2012-2013,0.354048964
Portland Trail Blazers,1146337,Byron Mullens, PG,2012-2013,0.352165725
Miami Heat,1129200,Damion James, PG,2012-2013,0.350282486
Denver Nuggets,1121520,Rodrigue Beaubois, SG,2012-2013,0.348399247
Chicago Bulls,1112880,Brian Cook, SG,2012-2013,0.346516008
Oklahoma City Thunder,1110840,Royal Ivey, SG,2012-2013,0.344632768
Memphis Grizzlies,1110120,Taj Gibson, SG,2012-2013,0.342749529
Milwaukee Bucks,1106941,Dominique Jones, SF,2012-2013,0.34086629
Cleveland Cavaliers,1106941,Sam Young, SF,2012-2013,0.338983051
Houston Rockets,1089240,Earl Clark, PF,2012-2013,0.337099812
San Antonio Spurs,1085120,Wayne Ellington, PG,2012-2013,0.335216573
Oklahoma City Thunder,1082520,Quincy Pondexter, SF,2012-2013,0.333333333
Chicago Bulls,1074720,Toney Douglas, G,2012-2013,0.331450094
San Antonio Spurs,1074720,Jordan Crawford, PG,2012-2013,0.329566855
Indiana Pacers,1073280,Greivis Vasquez, C,2012-2013,0.327683616
Minnesota Timberwolves,1071720,Stephen Graham, SF,2012-2013,0.325800377
Orlando Magic,1069509,Joey Graham, SG,2012-2013,0.323917137
Cleveland Cavaliers,1069509,Daniel Orton, SF,2012-2013,0.322033898
Cleveland Cavaliers,1054389,Christian Eyenga, PF,2012-2013,0.320150659
San Antonio Spurs,1054000,Lazar Hayward, C,2012-2013,0.31826742
Philadelphia 76ers,1042320,Alando Tucker, PF,2012-2013,0.316384181
Brooklyn Nets,1033342,Von Wafer, SF,2012-2013,0.314500942
Cleveland Cavaliers,1029389,Stephen Jackson, SF,2012-2013,0.312617702
Golden State Warriors,1020960,DeJuan Blair, C,2012-2013,0.310734463
Detroit Pistons,1000000,Quinton Ross, F,2012-2013,0.308851224
Houston Rockets,1000000,Jawad Williams, PF,2012-2013,0.306967985
Brooklyn Nets,992680,Earl Barron, PG,2012-2013,0.305084746
Dallas Mavericks,992680,Jon Brockman, F,2012-2013,0.303201507
Atlanta Hawks,962195,Shavlik Randolph, PF,2012-2013,0.301318267
Oklahoma City Thunder,916099,Ian Mahinmi, C,2012-2013,0.299435028
Charlotte Bobcats,916099,John Lucas III, SF,2012-2013,0.297551789
Orlando Magic,910941,Brandan Wright, PG,2012-2013,0.29566855
Houston Rockets,888250,Henry Walker, SF,2012-2013,0.293785311
Miami Heat,885120,DeMarre Carroll, SF,2012-2013,0.291902072
Miami Heat,885120,Pops Mensah-Bonsu, SF,2012-2013,0.290018832
Utah Jazz,885120,Salim Stoudamire, SF,2012-2013,0.288135593
Minnesota Timberwolves,885120,Patrick Ewing Jr., SF,2012-2013,0.286252354
Denver Nuggets,885120,Anthony Roberson, PF,2012-2013,0.284369115
Atlanta Hawks,884881,Mouhamed Sene, SG,2012-2013,0.282485876
Oklahoma City Thunder,884293,Quincy Douby, G,2012-2013,0.280602637
Washington Wizards,884293,Tarence Kinsey, SG,2012-2013,0.278719397
LA Clippers,884293,Francisco Elson, C,2012-2013,0.276836158
Chicago Bulls,884293,Trey Johnson, C,2012-2013,0.274952919
Orlando Magic,884293,Luke Jackson, G,2012-2013,0.27306968
Indiana Pacers,870000,Derrick Byars, SG,2012-2013,0.271186441
Sacramento Kings,855189,Kyle Weaver, SG,2012-2013,0.269303202
New York Knicks,855189,Jannero Pargo, C,2012-2013,0.267419962
San Antonio Spurs,855189,Darius Miles, F,2012-2013,0.265536723
Chicago Bulls,855189,Javaris Crittenton, SG,2012-2013,0.263653484
Memphis Grizzlies,854389,Joe Alexander, SF,2012-2013,0.261770245
Sacramento Kings,854389,Gary Neal, PF,2012-2013,0.259887006
Memphis Grizzlies,854389,Solomon Alabi, SG,2012-2013,0.258003766
Miami Heat,854389,Michael Redd, SF,2012-2013,0.256120527
Memphis Grizzlies,854389,Desmond Mason, SF,2012-2013,0.254237288
Washington Wizards,854389,Paul Davis, PG,2012-2013,0.252354049
Utah Jazz,854389,Jason Hart, PF,2012-2013,0.25047081
Philadelphia 76ers,854389,Jermareo Davidson, SG,2012-2013,0.248587571
Dallas Mavericks,854389,Kevin Ollie, PF,2012-2013,0.246704331
Washington Wizards,854389,Ryan Bowen, C,2012-2013,0.244821092
Golden State Warriors,850000,Gabe Pruitt, PF,2012-2013,0.242937853
Dallas Mavericks,839312,Lance Stephenson, PF,2012-2013,0.241054614
Philadelphia 76ers,830000,Chris Quinn, C,2012-2013,0.239171375
Phoenix Suns,826828,Sean Marks, SG,2012-2013,0.237288136
Washington Wizards,825497,Ike Diogu, C,2012-2013,0.235404896
Sacramento Kings,825497,Solomon Jones, SF,2012-2013,0.233521657
New Orleans Pelicans,825497,Gani Lawal, PG,2012-2013,0.231638418
LA Clippers,825497,Da'Sean Butler, SG,2012-2013,0.229755179
Oklahoma City Thunder,825497,Marcus Cousin, PG,2012-2013,0.22787194
Oklahoma City Thunder,825497,Andy Rautins, SF,2012-2013,0.225988701
Phoenix Suns,825497,Zabian Dowdell, SG,2012-2013,0.224105461
Sacramento Kings,809875,Magnum Rolle, SF,2012-2013,0.222222222
Portland Trail Blazers,799105,Nate Robinson, PF,2012-2013,0.220338983
New York Knicks,792377,Jermaine Taylor, PF,2012-2013,0.218455744
New York Knicks,792377,Yi Jianlian, PF,2012-2013,0.216572505
Milan Olimpia,788872,Kenny Hasbrouck, PF,2012-2013,0.214689266
Miami Heat,788872,Tony Gaffney, PF,2012-2013,0.212806026
null Unknown,788872,Greg Stiemsma, NA,2012-2013,0.210922787
San Antonio Spurs,788872,Brian Butch, C,2012-2013,0.209039548
Toronto Raptors,788872,Samardo Samuels, SG,2012-2013,0.207156309
Charlotte Bobcats,788872,Semih Erden, SF,2012-2013,0.20527307
Philadelphia 76ers,788872,Dexter Pittman, PG,2012-2013,0.203389831
Atlanta Hawks,788872,Joe Crawford, SF,2012-2013,0.201506591
null Unknown,788872,Mike Taylor, NA,2012-2013,0.199623352
Cleveland Cavaliers,780871,Walter Sharpe, SG,2012-2013,0.197740113
Minnesota Timberwolves,773976,Dontell Jefferson, SF,2012-2013,0.195856874
Washington Wizards,773976,Othello Hunter, PG,2012-2013,0.193973635
Los Angeles Lakers,771706,Ime Udoka, SF,2012-2013,0.192090395
Philadelphia 76ers,762195,Mike Wilks, PG,2012-2013,0.190207156
Philadelphia 76ers,762195,Brian Skinner, PF,2012-2013,0.188323917
Orlando Magic,762195,Allen Iverson, C,2012-2013,0.186440678
Memphis Grizzlies,762195,Acie Law, SG,2012-2013,0.184557439
Phoenix Suns,762195,Erick Dampier, C,2012-2013,0.1826742
Phoenix Suns,762195,Jason Williams, PF,2012-2013,0.18079096
Charlotte Bobcats,762195,Ish Smith, PG,2012-2013,0.178907721
Utah Jazz,762195,Sherron Collins, C,2012-2013,0.177024482
Memphis Grizzlies,762195,Trey Gilder, PF,2012-2013,0.175141243
Fenerbahce Ulker Fenerbahce Ulker,762195,Deron Washington, C,2012-2013,0.173258004
New Orleans Pelicans,762195,Kyrylo Fesenko, C,2012-2013,0.171374765
Los Angeles Lakers,736420,Joel Przybilla, SG,2012-2013,0.169491525
LA Clippers,736420,Gerald Green, PG,2012-2013,0.167608286
Detroit Pistons,736420,Peja Stojakovic, PF,2012-2013,0.165725047
Charlotte Hornets,736420,Ronny Turiaf, SG,2012-2013,0.163841808
Chicago Bulls,736420,Kelenna Azubuike, SG,2012-2013,0.161958569
San Antonio Spurs,708640,Gilbert Arenas, SG,2012-2013,0.16007533
Toronto Raptors,698589,Terrence Williams, SF,2012-2013,0.15819209
Oklahoma City Thunder,679821,Ryan Hollins, PG,2012-2013,0.156308851
Memphis Grizzlies,668434,Boris Diaw, PF,2012-2013,0.154425612
Toronto Raptors,665000,Bobby Simmons, F,2012-2013,0.152542373
Philadelphia 76ers,650686,Mustafa Shakur, SG,2012-2013,0.150659134
Golden State Warriors,633253,Earl Boykins, PG,2012-2013,0.148775895
Dallas Mavericks,600491,Mike James, PF,2012-2013,0.146892655
Dallas Mavericks,582995,Alan Anderson, SG,2012-2013,0.145009416
Indiana Pacers,550000,Patty Mills, SG,2012-2013,0.143126177
Portland Trail Blazers,550000,Al Thornton, SG,2012-2013,0.141242938
Minnesota Timberwolves,542788,Travis Diener, SF,2012-2013,0.139359699
San Antonio Spurs,532737,Leon Powe, SG,2012-2013,0.13747646
Orlando Magic,524964,Cartier Martin, PG,2012-2013,0.13559322
Houston Rockets,512633,Carlos Arroyo, SG,2012-2013,0.133709981
Dallas Mavericks,502581,James Singleton, PG,2012-2013,0.131826742
Washington Wizards,490180,Blake Ahearn, SG,2012-2013,0.129943503
Boston Celtics,490180,Jamario Moon, PF,2012-2013,0.128060264
Oklahoma City Thunder,475000,Garrett Temple, PF,2012-2013,0.126177024
New York Knicks,473604,Morris Almond, SF,2012-2013,0.124293785
Philadelphia 76ers,473604,Mikki Moore, SF,2012-2013,0.122410546
Philadelphia 76ers,473604,Dan Gadzuric, PF,2012-2013,0.120527307
null Unknown,473604,Darryl Watkins, NA,2012-2013,0.118644068
Dallas Mavericks,473604,Sean Williams, PG,2012-2013,0.116760829
Phoenix Suns,473604,Lester Hudson, PF,2012-2013,0.114877589
New Orleans Hornets,473604,Cedric Jackson, PG,2012-2013,0.11299435
Charlotte Hornets,473604,Othyus Jeffers, PG,2012-2013,0.111111111
Phoenix Suns,473604,Larry Owens, PG,2012-2013,0.109227872
Indiana Pacers,473604,Mario West, C,2012-2013,0.107344633
Oklahoma City Thunder,473604,Kobe Bryant, SF,2012-2013,0.105461394
Atlanta Hawks,473604,Chris Paul, PG,2012-2013,0.103578154
Boston Celtics,473604,Kevin Durant, SG,2012-2013,0.101694915
Golden State Warriors,473604,Derrick Rose, SG,2012-2013,0.099811676
Milwaukee Bucks,457588,Deron Williams, SF,2012-2013,0.097928437
null Unknown,457588,Andrew Bynum, NA,2012-2013,0.096045198
Indiana Pacers,402065,Paul Pierce, SF,2012-2013,0.094161959
Dallas Mavericks,402065,Zach Randolph, SF,2012-2013,0.092278719
Cleveland Cavaliers,390027,Rudy Gay, PF,2012-2013,0.09039548
Oklahoma City Thunder,374300,Carlos Boozer, PG,2012-2013,0.088512241
Minnesota Timberwolves,346781,Andre Iguodala, SF,2012-2013,0.086629002
Minnesota Timberwolves,346781,Dirk Nowitzki, C,2012-2013,0.084745763
Houston Rockets,281376,Russell Westbrook, PG,2012-2013,0.082862524
Philadelphia 76ers,264527,Emeka Okafor, PG,2012-2013,0.080979284
Memphis Grizzlies,261829,Luol Deng, PG,2012-2013,0.079096045
Oklahoma City Thunder,261343,Manu Ginobili, PG,2012-2013,0.077212806
Dallas Mavericks,252016,Marc Gasol, PG,2012-2013,0.075329567
Boston Celtics,244710,Blake Griffin, SG,2012-2013,0.073446328
San Antonio Spurs,239588,Brook Lopez, C,2012-2013,0.071563089
LA Clippers,234268,Kevin Love, SF,2012-2013,0.069679849
Oklahoma City Thunder,226162,Tyson Chandler, PG,2012-2013,0.06779661
